TE,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,TE_family,TE_class,significance
X7C_LINE:CR1:LINE,219.443522775179,0.055368772939783,0.0905863721623952,0.611226298372152,0.541049775478192,0.9962736297742,CR1,X7C_LINE,Not significant
HERVK3-int:ERVK:LTR,656.147196950563,-0.0493746632914593,0.0809978068744312,-0.609580249104813,0.542139898475662,0.9962736297742,ERVK,HERVK3-int,Not significant
MER65C:ERV1:LTR,667.37368221793,-0.0424993374978794,0.0698054937924451,-0.608825110875141,0.542640367395154,0.9962736297742,ERV1,MER65C,Not significant
FLAM_C:Alu:SINE,8618.95305935544,-0.0342252109346573,0.0563495573233425,-0.607373199726623,0.543603270031045,0.9962736297742,Alu,FLAM_C,Not significant
L1MA2:L1:LINE,5806.2471623842,-0.044189115055479,0.0729186041000887,-0.606006047439205,0.544510737466433,0.9962736297742,L1,L1MA2,Not significant
L1MB8:L1:LINE,12605.3972772169,-0.0346545627434018,0.0572927408319441,-0.604868299896029,0.545266507600958,0.9962736297742,L1,L1MB8,Not significant
LTR5B:ERVK:LTR,1276.75811623914,0.0560104635349477,0.0928347121112051,0.603335350120478,0.546285620879904,0.9962736297742,ERVK,LTR5B,Not significant
AluYk2:Alu:SINE,238.309535272169,0.0583422130552479,0.0967427563357695,0.603065441434777,0.546465155307617,0.9962736297742,Alu,AluYk2,Not significant
L1ME3F:L1:LINE,3172.97158437263,-0.0399228310415901,0.0662419014470678,-0.602682443732256,0.546719963006507,0.9962736297742,L1,L1ME3F,Not significant
LTR8A:ERV1:LTR,916.215605422036,0.0402723559096167,0.0669309648592303,0.601699915641704,0.547373906173788,0.9962736297742,ERV1,LTR8A,Not significant
Eulor9B:DNA:DNA,28.3137679450763,0.130469857801658,0.216990852716585,0.601268929856996,0.547660880281442,0.9962736297742,DNA,Eulor9B,Not significant
LTR13A:ERVK:LTR,434.027489828749,0.0772270682861065,0.128746424296237,0.599838548590772,0.548613839874911,0.9962736297742,ERVK,LTR13A,Not significant
MLT1C:ERVL-MaLR:LTR,11567.5610534146,0.0256680693606307,0.0429154963446317,0.598107246727475,0.54976837520204,0.9962736297742,ERVL-MaLR,MLT1C,Not significant
(GAATG)n:Satellite:Satellite,30.8253777765661,-0.216480430893148,0.362011204466968,-0.597993731193757,0.549844115938189,0.9962736297742,Satellite,(GAATG)n,Not significant
UCON16:UCON16:Unknown,28.431810308981,-0.146612480653572,0.246471817832362,-0.594844805961916,0.551947214173413,0.9962736297742,UCON16,UCON16,Not significant
L1PB1:L1:LINE,11686.6291792471,-0.0404312615689984,0.068033723094749,-0.594282654687158,0.552323077885555,0.9962736297742,L1,L1PB1,Not significant
MamGypLTR2c:Gypsy:LTR,228.714941605237,0.0635185413947607,0.106921461924265,0.594067273787859,0.552467118425498,0.9962736297742,Gypsy,MamGypLTR2c,Not significant
MER67C:ERV1:LTR,1838.44768381679,0.0411273032132983,0.0695631993206276,0.591222134906939,0.55437159353571,0.9962736297742,ERV1,MER67C,Not significant
Kanga1a:TcMar-Tc2:DNA,678.524848904549,0.037221056698046,0.06299038883782,0.590900570464461,0.554587043748129,0.9962736297742,TcMar-Tc2,Kanga1a,Not significant
L1MD2:L1:LINE,8620.8194984303,-0.0336802553366232,0.0571119376803951,-0.589723562262967,0.555375995775565,0.9962736297742,L1,L1MD2,Not significant
Tigger2:TcMar-Tigger:DNA,5926.91538094434,-0.026929073251864,0.0457304865745556,-0.588864787344013,0.555951980808511,0.9962736297742,TcMar-Tigger,Tigger2,Not significant
L1MEg:L1:LINE,7637.34507309049,-0.0387379811815532,0.0658260640368051,-0.588490011492921,0.55620343635492,0.9962736297742,L1,L1MEg,Not significant
MER90a:ERV1:LTR,1369.09384411081,-0.0457204956880738,0.0776968841671626,-0.588446965128067,0.556232321829343,0.9962736297742,ERV1,MER90a,Not significant
MLT1G:ERVL-MaLR:LTR,1901.9075973646,0.0264882664542357,0.0450168490961301,0.588407829203506,0.556258583909466,0.9962736297742,ERVL-MaLR,MLT1G,Not significant
L1MA5:L1:LINE,3568.46754545351,-0.0358023188502793,0.0610084603400693,-0.586841868336168,0.557309914622323,0.9962736297742,L1,L1MA5,Not significant
Merlin1_HS:Merlin:DNA,66.3400288845707,0.111536691280984,0.190146468463057,0.586583028244112,0.557483783834577,0.9962736297742,Merlin,Merlin1_HS,Not significant
LTR15:ERV1:LTR,220.682464605126,-0.0679579283999287,0.115921366624869,-0.586241608243339,0.557713164366041,0.9962736297742,ERV1,LTR15,Not significant
LTR12B:ERV1:LTR,176.452488101989,0.0703629768337415,0.120264860634295,0.585066797255963,0.558502803255339,0.9962736297742,ERV1,LTR12B,Not significant
MER89:ERV1:LTR,948.890620325679,0.0417692341705105,0.0715593530833123,0.583700555843219,0.559421793226598,0.9962736297742,ERV1,MER89,Not significant
LTR43-int:ERV1:LTR,105.598359377229,0.200315809763384,0.34332116895636,0.583464778394851,0.559580461013503,0.9962736297742,ERV1,LTR43-int,Not significant
LTR14C:ERVK:LTR,88.88866937475,-0.0848843216828825,0.145573827695212,-0.583101530177558,0.559824953705643,0.9962736297742,ERVK,LTR14C,Not significant
HERVL74-int:ERVL:LTR,1737.65598126757,-0.214720781376784,0.36835629809991,-0.582916004109002,0.559949846339441,0.9962736297742,ERVL,HERVL74-int,Not significant
PRIMAX-int:ERV1:LTR,17.1707979312259,-0.145549557830303,0.251209062888503,-0.579396125906907,0.562321917561537,0.9962736297742,ERV1,PRIMAX-int,Not significant
UCON83:SINE:SINE?,2.69132188338212,0.376167465984762,0.649367918510128,0.57928249188506,0.562398577141378,0.9962736297742,SINE,UCON83,Not significant
LTR35:ERV1:LTR,112.309622087521,0.0994063487028256,0.172497651357353,0.576276534321569,0.564428281177944,0.9962736297742,ERV1,LTR35,Not significant
MLT2B2:ERVL:LTR,1783.41722117529,0.0253775710575484,0.0442726758942495,0.573210689097846,0.566502047790071,0.9962736297742,ERVL,MLT2B2,Not significant
LTR10A:ERV1:LTR,552.996212822409,0.0870179699059245,0.152241495325748,0.571578528703583,0.567607545125565,0.9962736297742,ERV1,LTR10A,Not significant
L1ME3A:L1:LINE,14028.5381851245,-0.0284801545737337,0.0498509128363334,-0.57130658102967,0.567791841468411,0.9962736297742,L1,L1ME3A,Not significant
LTR65:ERV1:LTR,380.868287605206,0.0475163077275587,0.0835225586611318,0.568903880451533,0.569421371816951,0.9962736297742,ERV1,LTR65,Not significant
LTR7Y:ERV1:LTR,137.922576617285,0.136311595463477,0.24031983442266,0.567209093627037,0.570572130495952,0.9962736297742,ERV1,LTR7Y,Not significant
LTR108a_Mam:ERVL:LTR,100.989995290538,-0.0717310860683688,0.126698261469679,-0.566156829906739,0.571287173633446,0.9962736297742,ERVL,LTR108a_Mam,Not significant
MER9a3:ERVK:LTR,402.906183193923,0.054026051789513,0.0954642791854202,0.565929500023546,0.571441706747849,0.9962736297742,ERVK,MER9a3,Not significant
MLT1E2-int:ERVL-MaLR:LTR,66.387491562257,0.109684117774148,0.194084341031218,0.565136358715848,0.57198101984203,0.9962736297742,ERVL-MaLR,MLT1E2-int,Not significant
Charlie12:hAT-Charlie:DNA,3.68191648213301,0.325103126382411,0.576095097349289,0.564321980656086,0.572535024899686,0.9962736297742,hAT-Charlie,Charlie12,Not significant
CR1-12_AMi:CR1:LINE,72.8415717824904,-0.0904490922104886,0.160301776447285,-0.56424260675759,0.572589034994688,0.9962736297742,CR1,CR1-12_AMi,Not significant
MLT1J2-int:ERVL-MaLR:LTR,475.226254244999,-0.0582337242121163,0.103278504097722,-0.563851352426788,0.57285529996883,0.9962736297742,ERVL-MaLR,MLT1J2-int,Not significant
MER4D0:ERV1:LTR,325.031890823767,0.0915744661837878,0.162583166009382,0.563246911912783,0.57326676255061,0.9962736297742,ERV1,MER4D0,Not significant
UCON34:UCON34:Unknown,133.888601146277,0.0619654022235913,0.110107974765845,0.562769430237606,0.573591899125053,0.9962736297742,UCON34,UCON34,Not significant
UCON99:DNA:DNA,12.9944796162768,0.169217228006553,0.300710034522089,0.562725578065548,0.573621764223482,0.9962736297742,DNA,UCON99,Not significant
CR1-13_AMi:CR1:LINE,21.8161316805122,-0.124976647064292,0.222486618289019,-0.561726579447321,0.574302322143642,0.9962736297742,CR1,CR1-13_AMi,Not significant
MLT1F-int:ERVL-MaLR:LTR,252.730337704333,0.0551771895875706,0.0982323469784939,0.561700817345336,0.574319877375281,0.9962736297742,ERVL-MaLR,MLT1F-int,Not significant
LTR76:ERV1:LTR,349.043315014864,-0.0566239450478747,0.100970490338029,-0.560796970068276,0.574935952473323,0.9962736297742,ERV1,LTR76,Not significant
L2-1_AMi:L2:LINE,1183.38112417606,0.0751723953104847,0.13407895673108,0.560657668758989,0.575030930005784,0.9962736297742,L2,L2-1_AMi,Not significant
HAL1:L1:LINE,14823.3428606721,-0.0296304450383195,0.0529223873688202,-0.5598848901472,0.575557955689602,0.9962736297742,L1,HAL1,Not significant
MSTA-int:ERVL-MaLR:LTR,2345.50039525599,0.042961817551722,0.0767966288794737,0.559423221807655,0.575872916765805,0.9962736297742,ERVL-MaLR,MSTA-int,Not significant
UCON21:DNA:DNA?,17.8033902390521,-0.152010832981158,0.272506026438504,-0.557825582677387,0.57696349163351,0.9962736297742,DNA,UCON21,Not significant
UCON37:UCON37:Unknown,88.7688630139409,-0.0981939671944559,0.176105329703161,-0.557586572535706,0.577126727566521,0.9962736297742,UCON37,UCON37,Not significant
MER34C_:ERV1:LTR,608.612026685545,-0.0398288605716746,0.0718218819988126,-0.554550499976221,0.579202154809009,0.9962736297742,ERV1,MER34C_,Not significant
MLT1G1-int:ERVL-MaLR:LTR,134.266364724237,-0.0744832865563917,0.134923007479822,-0.552042886885181,0.580918970428757,0.9962736297742,ERVL-MaLR,MLT1G1-int,Not significant
LTR10C:ERV1:LTR,1496.38302575757,-0.0342154184577546,0.0621577916308927,-0.550460651191304,0.582003458618641,0.9962736297742,ERV1,LTR10C,Not significant
UCON23:hAT-Tip100:DNA,43.0398360228521,0.0959164638964037,0.174417067129009,0.549925907339438,0.582370193857411,0.9962736297742,hAT-Tip100,UCON23,Not significant
HERV35I-int:ERV1:LTR,688.716035486967,0.0483955533991487,0.0881433390951595,0.54905514013828,0.582967609667899,0.9962736297742,ERV1,HERV35I-int,Not significant
LTR19-int:ERV1:LTR,561.825842339822,-0.067618431323683,0.123620062613929,-0.546985900944397,0.584388418454632,0.9962736297742,ERV1,LTR19-int,Not significant
HERV-Fc1_LTR1:ERV1:LTR,87.7737647744727,-0.0938563703436656,0.172097455335285,-0.545367566073605,0.58550074278997,0.9962736297742,ERV1,HERV-Fc1_LTR1,Not significant
MER67A:ERV1:LTR,398.514708350246,0.0601584522735481,0.110385290157213,0.544986131647334,0.585763055855445,0.9962736297742,ERV1,MER67A,Not significant
MLT1E:ERVL-MaLR:LTR,441.371578772715,0.0508410664377125,0.0933356688477365,0.54471208130144,0.58595155438468,0.9962736297742,ERVL-MaLR,MLT1E,Not significant
L1HS:L1:LINE,2825.50950550148,-0.0342747548288664,0.0632203873055621,-0.542147182098186,0.587717117619623,0.9962736297742,L1,L1HS,Not significant
L1M7:L1:LINE,1612.73618019418,-0.0464633332106244,0.0857958390846386,-0.541556953184965,0.5881237531395,0.9962736297742,L1,L1M7,Not significant
LTR16B2:ERVL:LTR,1039.8842738263,0.0378101227085754,0.0698539869643202,0.541273653111424,0.588318977613686,0.9962736297742,ERVL,LTR16B2,Not significant
MSTB:ERVL-MaLR:LTR,11576.2561940119,0.0285125860608473,0.0531481699073484,0.536473525063091,0.591631328543153,0.9962736297742,ERVL-MaLR,MSTB,Not significant
MER41A:ERV1:LTR,1691.1713853151,-0.0254617745315132,0.0475129897279461,-0.535890809593426,0.592034016515965,0.9962736297742,ERV1,MER41A,Not significant
MER6A:TcMar-Tigger:DNA,1426.74831801563,0.0299953663765134,0.056027877925476,0.535365026967663,0.592397468746867,0.9962736297742,TcMar-Tigger,MER6A,Not significant
UCON40:UCON40:Unknown,168.038912761245,0.0580143538354498,0.10844509787373,0.534965203341877,0.592673919115627,0.9962736297742,UCON40,UCON40,Not significant
Tigger5:TcMar-Tigger:DNA,404.094344588537,0.0448581937619387,0.0845027029176115,0.530849217990986,0.595523270412508,0.9962736297742,TcMar-Tigger,Tigger5,Not significant
MER68B:ERVL:LTR,976.624287149336,0.0349158100593827,0.0659137880110199,0.529719366963788,0.596306518088251,0.9962736297742,ERVL,MER68B,Not significant
LTR45C:ERV1:LTR,435.985013770477,-0.0545316058062758,0.103159678094453,-0.528613570859988,0.597073544200344,0.9962736297742,ERV1,LTR45C,Not significant
LTR6B:ERV1:LTR,361.183106179572,0.0589720202617504,0.111886698047873,0.527069091238336,0.598145609933943,0.9962736297742,ERV1,LTR6B,Not significant
L1PA13:L1:LINE,5975.84177501679,-0.0344419773017731,0.0654438271251182,-0.526283055480932,0.598691554296188,0.9962736297742,L1,L1PA13,Not significant
MER41G:ERV1:LTR,29.1383016363735,0.108313575316446,0.2061154698139,0.525499495085164,0.599236004211662,0.9962736297742,ERV1,MER41G,Not significant
LOR1b:ERV1:LTR,721.809491037969,0.0379700311333845,0.0723698009216459,0.524666789874056,0.599814847721533,0.9962736297742,ERV1,LOR1b,Not significant
MER121:TcMar:DNA,0.681252287962527,0.677766633918722,1.29285519045444,0.524240177030565,0.600111499748614,0.9962736297742,TcMar,MER121,Not significant
MER9B:ERVK:LTR,28.7911402602987,-0.126041427085622,0.240783504803531,-0.523463711471707,0.600651597684924,0.9962736297742,ERVK,MER9B,Not significant
UCON55:TcMar-Tigger:DNA,306.209919328075,-0.0567711585051915,0.108490875129143,-0.523280491908776,0.600779074524666,0.9962736297742,TcMar-Tigger,UCON55,Not significant
MER77B:ERVL:LTR,2170.95880408846,0.0308500532428069,0.059102911561894,0.521971801854465,0.601689963945894,0.9962736297742,ERVL,MER77B,Not significant
HERV1_I-int:ERV1:LTR,188.309944185237,-0.226306201926939,0.43491740927818,-0.520342936610731,0.602824574726983,0.9962736297742,ERV1,HERV1_I-int,Not significant
THE1A:ERVL-MaLR:LTR,3680.43095153816,0.0316902009750127,0.0611447381469032,0.51828173503459,0.604261714643061,0.9962736297742,ERVL-MaLR,THE1A,Not significant
MER20:hAT-Charlie:DNA,9611.7193241085,0.0208734732453022,0.0402781840101274,0.518232729659656,0.604295901571187,0.9962736297742,hAT-Charlie,MER20,Not significant
MER66B:ERV1:LTR,6416.24363476381,-0.261590340252547,0.505921224379188,-0.51705745409978,0.605116052434328,0.9962736297742,ERV1,MER66B,Not significant
7SK:RNA:RNA,450.492328016517,-0.174469731088049,0.338396493761455,-0.515577833412889,0.60614929542241,0.9962736297742,RNA,7SK,Not significant
MER39B:ERV1:LTR,1310.90550981366,-0.0392956427824917,0.0763074959220642,-0.514964385971018,0.606577906988644,0.9962736297742,ERV1,MER39B,Not significant
LTR26D:ERV1:LTR,168.415972432312,-0.0564915570278837,0.110191076859478,-0.51266907119825,0.608182828191369,0.9962736297742,ERV1,LTR26D,Not significant
L1M2:L1:LINE,5858.07284323072,-0.0326406462772295,0.0639119418903639,-0.510712791878896,0.609552182180242,0.9962736297742,L1,L1M2,Not significant
Tigger12c:TcMar-Tigger:DNA,727.290300867849,-0.0342834636659345,0.0672633191264123,-0.509690335106766,0.610268425117899,0.9962736297742,TcMar-Tigger,Tigger12c,Not significant
THE1A-int:ERVL-MaLR:LTR,1792.05488513223,0.037850534345632,0.0742785198607513,0.509575775292639,0.610348698878641,0.9962736297742,ERVL-MaLR,THE1A-int,Not significant
MLT1A0:ERVL-MaLR:LTR,14628.0349176428,0.0164344195211318,0.0322958264154656,0.50887131079147,0.610842430584955,0.9962736297742,ERVL-MaLR,MLT1A0,Not significant
UCON67:UCON67:Unknown,1.42298975776363,-0.482414802453508,0.950201069527867,-0.507697599933463,0.611665431854419,0.9962736297742,UCON67,UCON67,Not significant
LTR27B:ERV1:LTR,113.132798540049,0.0643335464567089,0.126756152702658,0.507537859780434,0.61177747894317,0.9962736297742,ERV1,LTR27B,Not significant
L1ME3D:L1:LINE,2671.1219063169,-0.0364988054288839,0.0721975466331091,-0.505540799251285,0.613179050071147,0.9962736297742,L1,L1ME3D,Not significant
MLT1F:ERVL-MaLR:LTR,4225.82053072168,-0.0242288958773202,0.0479436999191929,-0.505361411784177,0.613305016612071,0.9962736297742,ERVL-MaLR,MLT1F,Not significant
MER4D:ERV1:LTR,1248.21954372576,0.0298160346083563,0.059168081140261,0.503920932262039,0.614316940426963,0.9962736297742,ERV1,MER4D,Not significant
UCON77:UCON77:Unknown,41.2791983736649,0.0953819274965358,0.189489564500611,0.503362429207696,0.614709481530331,0.9962736297742,UCON77,UCON77,Not significant
LTR13:ERVK:LTR,2567.70385012503,-0.0639284608158101,0.127263932006231,-0.502329763099572,0.615435576419329,0.9962736297742,ERVK,LTR13,Not significant
MER52-int:ERV1:LTR,279.616297944186,-0.064877441443586,0.129208994538442,-0.50211242394804,0.615588441342483,0.9962736297742,ERV1,MER52-int,Not significant
L1MEh:L1:LINE,1010.94421484981,-0.0338809242754308,0.0680470665549934,-0.497904259370966,0.618551525017902,0.9962736297742,L1,L1MEh,Not significant
MER30B:hAT-Charlie:DNA,252.383277726815,0.0433236612490761,0.0870221833296301,0.497846176588916,0.618592466265378,0.9962736297742,hAT-Charlie,MER30B,Not significant
UCON59:UCON59:Unknown,23.3491317025412,0.106317841047765,0.214239911478597,0.496255997839072,0.619713807060235,0.9962736297742,UCON59,UCON59,Not significant
MER6:TcMar-Tigger:DNA,986.662933532818,-0.0250050015547873,0.0505200435752332,-0.494952097924272,0.620633934235859,0.9962736297742,TcMar-Tigger,MER6,Not significant
MER58D:hAT-Charlie:DNA,798.573095511088,0.0334008224449621,0.0675272684973233,0.494627180814904,0.620863312018954,0.9962736297742,hAT-Charlie,MER58D,Not significant
MER58B:hAT-Charlie:DNA,4974.06186170104,-0.0194726035676408,0.0393817165927094,-0.494457968123351,0.620982783647005,0.9962736297742,hAT-Charlie,MER58B,Not significant
LTR25-int:ERV1:LTR,728.68043042697,-0.0528560744154872,0.107184651913712,-0.493130998438454,0.621920029175987,0.9962736297742,ERV1,LTR25-int,Not significant
LTR9:ERV1:LTR,955.421319718266,0.0327039964424224,0.0664330615179867,0.492284951124341,0.622517917110229,0.9962736297742,ERV1,LTR9,Not significant
MIR1_Amn:MIR:SINE,7666.7651815392,0.0368470746426418,0.075107839968475,0.490588927309155,0.623717219448653,0.9962736297742,MIR,MIR1_Amn,Not significant
L1M3d:L1:LINE,257.41047685537,0.0522395936791237,0.107107159684703,0.487732041750561,0.625739652899064,0.9962736297742,L1,L1M3d,Not significant
MamRep4096:hAT-Tip100:DNA,341.760988775549,-0.0371880386647299,0.0763083187692809,-0.487339247732195,0.626017938655937,0.9962736297742,hAT-Tip100,MamRep4096,Not significant
Eulor12:DNA:DNA?,40.471555656351,0.115765548064647,0.238361711038468,0.485671744678673,0.627199919946231,0.9962736297742,DNA,Eulor12,Not significant
LTR38A1:ERV1:LTR,116.934550914564,-0.0509591977075525,0.105072462020778,-0.484990993144098,0.627682734556144,0.9962736297742,ERV1,LTR38A1,Not significant
L1MA9:L1:LINE,10027.9955493141,-0.0335579196022202,0.0692432821014509,-0.484637911199143,0.627933216361741,0.9962736297742,L1,L1MA9,Not significant
MLT1D:ERVL-MaLR:LTR,10700.9900665865,0.0215355460463694,0.0444607244727338,0.484372360139485,0.628121630644323,0.9962736297742,ERVL-MaLR,MLT1D,Not significant
Charlie1b:hAT-Charlie:DNA,2636.07664609209,-0.0244646532815276,0.0505335282628646,-0.484127155227866,0.628295630412424,0.9962736297742,hAT-Charlie,Charlie1b,Not significant
MER34B:ERV1:LTR,913.929501179175,-0.0291250131194374,0.0601778277684337,-0.483982459976978,0.628398317248573,0.9962736297742,ERV1,MER34B,Not significant
MamGypLTR3:Gypsy:LTR,279.711931947006,-0.0554610848173081,0.114616052732941,-0.483885838805966,0.628466891038823,0.9962736297742,Gypsy,MamGypLTR3,Not significant
UCON47:UCON47:Unknown,33.6978092381052,0.105658212111797,0.21842281232692,0.483732495640863,0.628575728034504,0.9962736297742,UCON47,UCON47,Not significant
Kanga2_a:TcMar-Tc2:DNA,1536.80968315091,-0.0344611580575719,0.0712425432719567,-0.48371599994714,0.628587436515302,0.9962736297742,TcMar-Tc2,Kanga2_a,Not significant
LTR59:ERV1:LTR,55.6143720052901,-0.114090406667694,0.236470799385845,-0.482471438181823,0.629471083441749,0.9962736297742,ERV1,LTR59,Not significant
LTR84a:ERVL:LTR,595.086810681496,0.0448220245346799,0.0930337965329121,0.481782171695244,0.629960695555657,0.9962736297742,ERVL,LTR84a,Not significant
MER115:hAT-Tip100:DNA,1310.53347814268,-0.020963411087319,0.0435627963460587,-0.481222805826965,0.630358153877558,0.9962736297742,hAT-Tip100,MER115,Not significant
MER4B:ERV1:LTR,1323.84578673534,0.0286484456473347,0.0597977773195476,0.479088804492566,0.631875453940334,0.9962736297742,ERV1,MER4B,Not significant
MER45A:hAT-Tip100:DNA,1738.2731089622,0.0239689824315088,0.050112074919734,0.478307523085018,0.632431342623263,0.9962736297742,hAT-Tip100,MER45A,Not significant
L1P3:L1:LINE,2026.75739601466,-0.0306454328526387,0.0643377223144825,-0.476321382700555,0.633845434054976,0.9962736297742,L1,L1P3,Not significant
MADE1:TcMar-Mariner:DNA,1813.50471853555,0.0270637572007129,0.0568956448888469,0.475673617085904,0.634306919607978,0.9962736297742,TcMar-Mariner,MADE1,Not significant
LTR36:ERV1:LTR,565.828407237184,0.0561527476999866,0.118712085627,0.473016267917501,0.636201573027552,0.9962736297742,ERV1,LTR36,Not significant
LTR23:ERV1:LTR,452.327292017712,0.029486332014965,0.0623740553780237,0.472733924967046,0.636403019899689,0.9962736297742,ERV1,LTR23,Not significant
MER58A:hAT-Charlie:DNA,11065.5548818536,-0.0177175760542696,0.0376760246413863,-0.470261292769386,0.63816834824063,0.9962736297742,hAT-Charlie,MER58A,Not significant
UCON5:UCON5:Unknown,77.136083085202,0.106743495207406,0.228743380089246,0.466651735083039,0.640749066386152,0.9962736297742,UCON5,UCON5,Not significant
Tigger2a:TcMar-Tigger:DNA,6042.11788113691,-0.0262457458086599,0.0564565508303155,-0.464883975777115,0.642014546407331,0.9962736297742,TcMar-Tigger,Tigger2a,Not significant
L1M4b:L1:LINE,3038.87986089303,-0.0580459474352995,0.125477855595667,-0.462599134801471,0.643651728926953,0.9962736297742,L1,L1M4b,Not significant
FRAM:Alu:SINE,2462.70389891728,0.0269107176394467,0.0582210941319036,0.462215938066687,0.6439264748633,0.9962736297742,Alu,FRAM,Not significant
L1MA7:L1:LINE,4575.83137287902,-0.0341448020772416,0.0743874436804738,-0.459012978371838,0.646224846200897,0.9962736297742,L1,L1MA7,Not significant
Tigger9b:TcMar-Tigger:DNA,1450.46788482345,-0.024837042358021,0.0542210896136524,-0.458069775708957,0.646902312421967,0.9962736297742,TcMar-Tigger,Tigger9b,Not significant
Tigger1a_Art:TcMar-Tigger:DNA,291.343322904828,0.0402233879850661,0.0881989759312672,0.456052777941684,0.648352026225223,0.9962736297742,TcMar-Tigger,Tigger1a_Art,Not significant
MLT1G3:ERVL-MaLR:LTR,2366.08818932363,0.0191974769353764,0.0422127493891397,0.454779117995934,0.64926815471992,0.9962736297742,ERVL-MaLR,MLT1G3,Not significant
MIRc:MIR:SINE,70221.1084976838,-0.023244516628918,0.0512218141562035,-0.453801119929737,0.649971977472365,0.9962736297742,MIR,MIRc,Not significant
L1M2c:L1:LINE,279.137404962749,0.0389877733537179,0.0864402156694983,0.451037437282509,0.651962567070345,0.9962736297742,L1,L1M2c,Not significant
LTR16C:ERVL:LTR,5039.22885806204,0.0381359293030369,0.0849072162637394,0.449148270090246,0.653324701404934,0.9962736297742,ERVL,LTR16C,Not significant
LTR16B1:ERVL:LTR,1674.38975206481,-0.0333204435108637,0.0742693049658855,-0.448643534851563,0.653688823371759,0.9962736297742,ERVL,LTR16B1,Not significant
UCON4:UCON4:Unknown,167.183166558257,-0.139229400639995,0.310582381750417,-0.448284927996591,0.653947576707581,0.9962736297742,UCON4,UCON4,Not significant
HUERS-P2-int:ERV1:LTR,164.60137950733,0.0618836360856771,0.138110331439044,0.448073909032576,0.65409985721392,0.9962736297742,ERV1,HUERS-P2-int,Not significant
LTR53B:ERVL:LTR,103.446806953623,-0.047431400902433,0.105958464783262,-0.447641450821827,0.65441198294459,0.9962736297742,ERVL,LTR53B,Not significant
MER9a2:ERVK:LTR,393.909964783503,-0.0360778585382388,0.0806080111170279,-0.447571625180783,0.654462385109729,0.9962736297742,ERVK,MER9a2,Not significant
BLACKJACK:hAT-Blackjack:DNA,942.766920396918,-0.0330473186620749,0.073893469831487,-0.44722921710726,0.654709567947884,0.9962736297742,hAT-Blackjack,BLACKJACK,Not significant
MER5B:hAT-Charlie:DNA,13050.0159957954,-0.0200810116207574,0.0451152018071002,-0.445105215457488,0.656243719946467,0.9962736297742,hAT-Charlie,MER5B,Not significant
Eulor9A:DNA:DNA,159.230697408537,-0.101311118972273,0.228028306411406,-0.444291853790681,0.656831590100562,0.9962736297742,DNA,Eulor9A,Not significant
Tigger3d:TcMar-Tigger:DNA,203.441036393418,-0.0419503732362396,0.095010600389147,-0.441533608507031,0.658826736158354,0.9962736297742,TcMar-Tigger,Tigger3d,Not significant
MLT1E1A:ERVL-MaLR:LTR,2605.2123146162,-0.0416611232344582,0.0947725071488252,-0.439590810539981,0.66023349754764,0.9962736297742,ERVL-MaLR,MLT1E1A,Not significant
MER21C:ERVL:LTR,7638.63623729332,0.0166078756619444,0.0381424777799883,0.435416801125013,0.663259917341128,0.9962736297742,ERVL,MER21C,Not significant
HERVH48-int:ERV1:LTR,610.815823797772,0.0912916220567122,0.209857395410908,0.435017416841374,0.66354978536992,0.9962736297742,ERV1,HERVH48-int,Not significant
UCON6:UCON6:Unknown,240.681533049269,-0.0489364003625793,0.112614714833589,-0.434547123214696,0.663891183067391,0.9962736297742,UCON6,UCON6,Not significant
LTR108c_Mam:ERVL:LTR,13.7920725449384,0.127274215944533,0.293704636691638,0.433340846702937,0.664767167691306,0.9962736297742,ERVL,LTR108c_Mam,Not significant
LTR4:ERV1:LTR,81.6371620498898,0.068972702395167,0.159229597356801,0.433165087019678,0.664894840678281,0.9962736297742,ERV1,LTR4,Not significant
ERV24_Prim-int:ERV1:LTR,234.998976969544,0.0385193111089827,0.0889306139845876,0.433138931388221,0.66491384113155,0.9962736297742,ERV1,ERV24_Prim-int,Not significant
LTR41C:ERVL:LTR,773.915627489979,0.0403188210288473,0.0931097158714586,0.433024853007918,0.664996714556476,0.9962736297742,ERVL,LTR41C,Not significant
LTR108e_Mam:ERVL:LTR,122.71513055368,-0.0624076276833439,0.144677199702905,-0.431357724724409,0.666208283846982,0.9962736297742,ERVL,LTR108e_Mam,Not significant
MER52C:ERV1:LTR,182.325057646203,-0.0485538852799704,0.113058417509184,-0.429458383990086,0.66758967327187,0.9962736297742,ERV1,MER52C,Not significant
LTR75B:ERVL:LTR,91.2403592500608,-0.0535365235104748,0.124775587411022,-0.429062484267221,0.66787775301739,0.9962736297742,ERVL,LTR75B,Not significant
LTR102_Mam:ERVL:LTR,541.103435153712,0.0329007856567771,0.0767383803714383,0.428739641070436,0.668112708798162,0.9962736297742,ERVL,LTR102_Mam,Not significant
LTR108d_Mam:ERVL:LTR,33.9665080327289,0.132639539528149,0.310876285846779,0.426663420681508,0.669624497198174,0.9962736297742,ERVL,LTR108d_Mam,Not significant
LTR91:ERVL:LTR,103.528047031568,0.0617409139199285,0.144728796342642,0.426597301160153,0.669672663803659,0.9962736297742,ERVL,LTR91,Not significant
